,1,6,0,2,3,5,7,8,9,10,11,13,12,4,14
895, Private, Prof-specialty,40,170108, Masters, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,14,0
896, Private, Sales,47,341995, Some-college, Divorced, Own-child, White, Male,0,0, United-States,55,10,0
897, Private, Exec-managerial,22,226508, Bachelors, Never-married, Own-child, White, Female,0,0, United-States,50,13,0
898, Private, Exec-managerial,30,87418, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,45,13,1
899, Private, Tech-support,28,109165, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
900, Local-gov, Other-service,63,28856, 7th-8th, Married-civ-spouse, Husband, White, Male,0,0, United-States,55,4,0
901, Self-emp-not-inc, Craft-repair,51,175897, 9th, Married-civ-spouse, Husband, White, Male,0,0, United-States,20,5,0
902, Private, Handlers-cleaners,22,99697, HS-grad, Never-married, Own-child, White, Female,0,0, United-States,40,9,0
903, ?, ?,27,90270, Assoc-acdm, Married-civ-spouse, Own-child, Amer-Indian-Eskimo, Male,0,0, United-States,40,12,0
904, Private, Sales,35,152375, HS-grad, Never-married, Not-in-family, White, Male,0,0, United-States,45,9,0
905, Private, Machine-op-inspct,46,171550, HS-grad, Divorced, Not-in-family, White, Female,0,0, United-States,38,9,0
906, Private, Machine-op-inspct,37,211154, Some-college, Divorced, Not-in-family, White, Male,0,0, United-States,52,10,0
907, Private, Prof-specialty,24,202570, Bachelors, Never-married, Own-child, Black, Male,0,0, United-States,15,13,0
908, Self-emp-not-inc, Handlers-cleaners,37,168496, HS-grad, Divorced, Own-child, White, Male,0,0, United-States,10,9,0
909, Private, Tech-support,53,68898, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,10,0
910, Private, Sales,27,93235, HS-grad, Never-married, Not-in-family, White, Male,0,0, United-States,30,9,0
911, Private, Craft-repair,38,278924, Some-college, Divorced, Not-in-family, White, Male,0,0, United-States,44,10,0
912, Self-emp-not-inc, Farming-fishing,53,311020, 10th, Married-civ-spouse, Husband, White, Male,0,0, United-States,60,6,0
913, Private, Craft-repair,34,175878, Some-college, Never-married, Not-in-family, White, Male,0,0, United-States,40,10,0
914, Private, Sales,23,543028, HS-grad, Never-married, Own-child, Black, Male,0,0, United-States,40,9,0
915, Private, Exec-managerial,39,202027, Bachelors, Married-civ-spouse, Husband, White, Male,15024,0, United-States,45,13,1
916, Private, Prof-specialty,43,158926, Masters, Married-civ-spouse, Wife, Asian-Pac-Islander, Female,0,0, South,50,14,0
917, Self-emp-inc, Exec-managerial,67,76860, HS-grad, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,0,0, United-States,40,9,1
918, Self-emp-not-inc, Exec-managerial,81,136063, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,30,9,0
919, Private, Other-service,21,186648, Some-college, Never-married, Own-child, White, Male,0,0, United-States,20,10,0
920, Private, Sales,23,257509, Some-college, Never-married, Not-in-family, White, Male,0,0, United-States,25,10,0
921, Private, Transport-moving,25,98155, Some-college, Never-married, Unmarried, White, Male,0,0, United-States,40,10,0
922, Private, Machine-op-inspct,42,274198, 5th-6th, Married-civ-spouse, Wife, White, Female,0,0, Mexico,38,3,0
923, Private, Adm-clerical,38,97083, Some-college, Married-civ-spouse, Wife, Black, Female,0,0, United-States,40,10,0
924, ?, ?,64,29825, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,5,9,0
925, Private, Machine-op-inspct,32,262153, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
926, Private, Machine-op-inspct,37,214738, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
927, Private, Exec-managerial,51,138022, Masters, Married-civ-spouse, Husband, White, Male,0,0, United-States,60,14,1
928, Private, Sales,22,91842, Some-college, Never-married, Not-in-family, White, Female,0,0, United-States,42,10,0
929, Private, Priv-house-serv,33,373662, 1st-4th, Married-spouse-absent, Not-in-family, White, Female,0,0, Guatemala,40,2,0
930, Private, Machine-op-inspct,42,162003, HS-grad, Divorced, Not-in-family, White, Male,0,0, United-States,55,9,0
931, ?, ?,19,52114, Some-college, Never-married, Own-child, White, Female,0,0, United-States,10,10,0
932, Local-gov, Other-service,51,241843, Preschool, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,1,0
933, Private, Adm-clerical,23,375871, HS-grad, Married-civ-spouse, Wife, White, Female,0,0, Mexico,40,9,0
934, Private, Machine-op-inspct,37,186934, 11th, Married-civ-spouse, Husband, White, Male,3103,0, United-States,44,7,1
935, Private, Craft-repair,37,176900, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,99,9,1
936, Private, Prof-specialty,47,21906, Masters, Never-married, Not-in-family, White, Female,0,0, United-States,25,14,0
937, Private, Prof-specialty,41,132222, Prof-school, Married-civ-spouse, Husband, White, Male,0,2415, United-States,40,15,1
938, Private, Craft-repair,33,143653, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,30,9,0
939, Private, Sales,31,111567, Bachelors, Never-married, Not-in-family, White, Male,0,0, United-States,40,13,1
940, Private, Other-service,31,78602, Assoc-acdm, Divorced, Unmarried, Amer-Indian-Eskimo, Female,0,0, United-States,40,12,0
941, Private, Machine-op-inspct,35,465507, HS-grad, Married-civ-spouse, Husband, Black, Male,0,0, United-States,40,9,0
942, Self-emp-inc, Exec-managerial,38,196373, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,1
943, Private, Other-service,18,293227, HS-grad, Never-married, Not-in-family, White, Female,0,0, United-States,45,9,0
944, Private, Machine-op-inspct,20,241752, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
945, Local-gov, Exec-managerial,54,166398, Some-college, Divorced, Unmarried, Black, Female,0,0, United-States,35,10,0
946, Private, Adm-clerical,40,184682, Some-college, Divorced, Unmarried, White, Female,0,0, United-States,40,10,0
947, Self-emp-inc, Exec-managerial,36,108293, Bachelors, Married-civ-spouse, Wife, White, Female,0,1977, United-States,45,13,1
948, Private, Craft-repair,43,250802, Some-college, Divorced, Unmarried, White, Male,0,0, United-States,35,10,0
949, Self-emp-not-inc, Farming-fishing,44,325159, Some-college, Divorced, Unmarried, White, Male,0,0, United-States,40,10,0
950, State-gov, Prof-specialty,44,174675, HS-grad, Married-civ-spouse, Wife, White, Female,0,0, United-States,40,9,1
951, Private, Exec-managerial,43,227065, Masters, Married-civ-spouse, Husband, White, Male,0,0, United-States,43,14,1
952, Private, Other-service,51,269080, 7th-8th, Widowed, Unmarried, Black, Female,0,0, United-States,40,4,0
953, Private, Other-service,18,177722, HS-grad, Never-married, Own-child, White, Female,0,0, United-States,20,9,0
954, Private, Exec-managerial,51,133461, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,10,0
955, Private, Craft-repair,41,239683, 10th, Married-civ-spouse, Husband, White, Male,0,0, ?,30,6,0
956, Self-emp-inc, Sales,44,398473, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,70,10,1
957, Local-gov, Transport-moving,33,298785, 10th, Divorced, Not-in-family, White, Male,0,0, United-States,40,6,0
958, Self-emp-not-inc, Exec-managerial,33,123424, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,13,1
959, Private, Exec-managerial,42,176286, Assoc-acdm, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,12,1
960, Private, Prof-specialty,25,150062, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,45,10,0
961, Private, Machine-op-inspct,32,169240, HS-grad, Divorced, Not-in-family, White, Female,0,0, United-States,38,9,0
962, Private, Craft-repair,32,288273, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, Mexico,70,13,0
963, Private, Exec-managerial,36,526968, 10th, Divorced, Unmarried, White, Female,0,0, United-States,40,6,0
964, Private, Transport-moving,28,57066, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
965, Private, Other-service,20,323573, HS-grad, Never-married, Own-child, White, Female,0,0, United-States,20,9,0
966, Self-emp-inc, Sales,35,368825, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,60,10,1
967, Self-emp-not-inc, Craft-repair,55,189721, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,20,9,0
968, Private, Exec-managerial,48,164966, Bachelors, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,0,0, India,40,13,1
969, ?, ?,36,94954, Assoc-voc, Widowed, Not-in-family, White, Female,0,0, United-States,20,11,0
970, Private, Craft-repair,34,202046, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,35,9,1
971, Private, Tech-support,28,161538, Bachelors, Never-married, Not-in-family, White, Female,0,0, United-States,35,13,0
972, Private, Exec-managerial,67,105252, Bachelors, Widowed, Not-in-family, White, Male,0,2392, United-States,40,13,1
973, Private, Craft-repair,37,200153, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
974, Private, Transport-moving,44,32185, HS-grad, Never-married, Unmarried, White, Male,0,0, United-States,70,9,0
975, Private, Sales,25,178326, Some-college, Never-married, Not-in-family, White, Female,0,0, United-States,40,10,0
976, Private, Exec-managerial,21,255957, Some-college, Never-married, Not-in-family, White, Female,4101,0, United-States,40,10,0
977, State-gov, Prof-specialty,40,188693, Masters, Married-civ-spouse, Husband, White, Male,0,0, United-States,35,14,1
978, Private, Other-service,78,182977, HS-grad, Widowed, Not-in-family, Black, Female,2964,0, United-States,40,9,0
979, Private, Handlers-cleaners,34,159929, HS-grad, Divorced, Own-child, White, Male,0,0, United-States,40,9,0
980, Private, Adm-clerical,49,123207, HS-grad, Never-married, Not-in-family, White, Female,0,0, United-States,44,9,0
981, Private, Adm-clerical,22,284317, Assoc-acdm, Never-married, Not-in-family, White, Female,0,0, United-States,40,12,0
982, ?, ?,23,184699, HS-grad, Never-married, Unmarried, Black, Female,0,0, United-States,40,9,0
983, Self-emp-not-inc, Farming-fishing,60,154474, HS-grad, Never-married, Unmarried, White, Male,0,0, United-States,42,9,0
984, Local-gov, Protective-serv,45,318280, HS-grad, Widowed, Not-in-family, White, Male,0,0, United-States,40,9,1
985, Private, Other-service,63,254907, Assoc-voc, Divorced, Not-in-family, White, Female,0,0, United-States,20,11,0
986, Private, Craft-repair,41,349221, HS-grad, Never-married, Own-child, Black, Female,0,0, United-States,35,9,0
987, Private, Adm-clerical,47,335973, HS-grad, Divorced, Unmarried, White, Female,0,0, United-States,40,9,0
988, Private, Craft-repair,44,126701, HS-grad, Divorced, Unmarried, White, Male,0,0, United-States,40,9,0
989, Private, Prof-specialty,51,122159, Some-college, Widowed, Not-in-family, White, Female,3325,0, United-States,40,10,0
990, Private, Sales,46,187370, Bachelors, Never-married, Not-in-family, White, Male,0,1504, United-States,40,13,0
991, Private, Machine-op-inspct,41,194636, Assoc-voc, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,11,0
992, Self-emp-not-inc, Craft-repair,50,124793, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,30,9,0
993, Private, Adm-clerical,47,192835, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,9,1
994, Private, Exec-managerial,35,290226, HS-grad, Never-married, Not-in-family, White, Male,0,0, United-States,45,9,0
995, Private, Exec-managerial,56,112840, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,55,9,1
996, Private, Prof-specialty,45,89325, Masters, Divorced, Not-in-family, White, Male,0,0, United-States,45,14,0
997, Federal-gov, Exec-managerial,48,33109, Bachelors, Divorced, Unmarried, White, Male,0,0, United-States,58,13,1
998, Private, Machine-op-inspct,40,82465, Some-college, Married-civ-spouse, Husband, White, Male,2580,0, United-States,40,10,0
999, Self-emp-inc, Exec-managerial,39,329980, Bachelors, Married-civ-spouse, Husband, White, Male,15024,0, United-States,50,13,1
1000, Private, Other-service,20,148294, Some-college, Never-married, Own-child, White, Male,0,0, United-States,40,10,0
1001, Private, Prof-specialty,50,168212, Doctorate, Married-civ-spouse, Husband, White, Male,0,1902, United-States,65,16,1
1002, State-gov, Prof-specialty,38,343642, HS-grad, Married-civ-spouse, Wife, White, Female,0,0, United-States,40,9,1
1003, Local-gov, Prof-specialty,23,115244, Bachelors, Never-married, Own-child, White, Female,0,0, United-States,60,13,0
1004, Private, Other-service,31,162572, HS-grad, Never-married, Own-child, White, Male,0,0, United-States,16,9,0
1005, Private, Adm-clerical,58,356067, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,13,0
1006, Private, Machine-op-inspct,66,271567, HS-grad, Separated, Not-in-family, Black, Male,0,0, United-States,40,9,0
1007, Self-emp-inc, Exec-managerial,39,180804, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,1
1008, Self-emp-not-inc, Craft-repair,54,123011, HS-grad, Married-civ-spouse, Husband, White, Male,15024,0, United-States,52,9,1
1009, Private, Sales,26,109186, Some-college, Married-civ-spouse, Husband, White, Male,0,0, Germany,50,10,0
1010, Private, Machine-op-inspct,51,220537, HS-grad, Divorced, Not-in-family, White, Female,0,0, United-States,40,9,0
1011, Private, Transport-moving,34,124827, Assoc-voc, Never-married, Own-child, White, Male,0,0, United-States,40,11,0
1012, Private, Machine-op-inspct,50,767403, HS-grad, Married-civ-spouse, Husband, White, Male,3103,0, United-States,40,9,1
1013, Private, Prof-specialty,42,118494, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,44,10,1
1014, Private, Prof-specialty,38,173208, Masters, Married-civ-spouse, Husband, White, Male,0,0, United-States,25,14,0
1015, Private, Handlers-cleaners,48,107373, 7th-8th, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,4,0
1016, Private, Tech-support,33,26973, Assoc-voc, Married-civ-spouse, Wife, White, Female,0,0, United-States,40,11,1
1017, Private, Other-service,51,191965, HS-grad, Widowed, Unmarried, White, Female,0,0, United-States,32,9,0
1018, Private, Craft-repair,22,122346, HS-grad, Divorced, Not-in-family, White, Male,0,0, United-States,40,9,0
1019, ?, ?,19,117201, HS-grad, Never-married, Own-child, White, Male,0,0, United-States,30,9,0
1020, Private, Craft-repair,41,198316, Some-college, Never-married, Not-in-family, White, Male,0,0, Japan,50,10,0
1021, Local-gov, Prof-specialty,48,123075, Masters, Married-civ-spouse, Husband, White, Male,0,0, United-States,35,14,1
1022, Private, Sales,42,209370, HS-grad, Separated, Not-in-family, White, Female,0,0, United-States,30,9,0
1023, Private, Other-service,34,33117, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,10,0
1024, Private, Machine-op-inspct,23,129042, HS-grad, Never-married, Unmarried, Black, Female,0,0, United-States,40,9,0
1025, Private, Other-service,56,169133, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, Yugoslavia,50,9,0
1026, Private, Prof-specialty,30,201624, Bachelors, Never-married, Not-in-family, Black, Male,0,0, ?,45,13,0
1027, Private, Exec-managerial,45,368561, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,55,9,1
1028, Private, Adm-clerical,48,207848, 10th, Married-civ-spouse, Wife, White, Female,0,0, United-States,40,6,0
1029, Self-emp-inc, Sales,48,138370, Masters, Married-spouse-absent, Not-in-family, Asian-Pac-Islander, Male,0,0, India,50,14,0
1030, Private, Adm-clerical,31,93106, Assoc-voc, Never-married, Not-in-family, White, Female,0,0, United-States,40,11,0
1031, State-gov, Other-service,20,223515, Assoc-acdm, Never-married, Own-child, White, Male,0,1719, United-States,20,12,0
